image_id,assigned_rule_id,primary_class,deterministic_answer,sampled_answers,answer_agreement_rate,majority_sampled_answer,deterministic_matches_majority,top_region_overlap_score,object_region_overlap_score,temperature,n_reruns,object_presence_rate,object_centroid_distance
0000023,rule_1,compliant,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.2652357736278583,0.2652357736278583,0.7,10,1.0,0.17125091882190444
0000023,rule_1,compliant,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""violation"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant""]",0.8,compliant,True,0.13651845294431672,0.11523644657998768,1.0,10,1.0,0.2085484827376665
0000034,rule_2,compliant,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.9856062883405627,0.7784780175095575,0.3,10,1.0,0.004509499257733434
0000034,rule_2,compliant,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.6370978932350965,0.5804029261434583,0.5,10,1.0,0.046344214612661756
0000034,rule_2,compliant,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.9689272589063647,0.6044520983151231,0.7,10,1.0,0.009886361186752318
0000034,rule_2,compliant,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.7749061488296541,0.30936079266411853,1.0,10,1.0,0.043495670038486936
0000037,rule_1,compliant,violation,"[""compliant"", ""violation"", ""compliant"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""compliant"", ""compliant""]",0.4666666666666667,violation,True,0.9830388989047393,0.20719267364333394,0.3,10,1.0,0.25839194373141533
0000037,rule_1,compliant,violation,"[""violation"", ""violation"", ""compliant"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation""]",0.8,violation,True,0.6263187117471694,0.17816706152919842,0.5,10,1.0,0.32733629674700465
0000037,rule_1,compliant,violation,"[""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation""]",1.0,violation,True,0.6073449611388766,0.10804306450650535,0.7,10,1.0,0.3498570038887506
0000037,rule_1,compliant,violation,"[""violation"", ""violation"", ""compliant"", ""compliant"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""compliant""]",0.5333333333333333,violation,True,0.17925448007342662,0.07432915912878474,1.0,10,1.0,0.3251642638448904
0000057,rule_1,compliant,compliant,"[""compliant"", ""violation"", ""compliant"", ""violation"", ""violation"", ""compliant"", ""violation"", ""violation"", ""violation"", ""compliant""]",0.4666666666666667,violation,False,0.4487062325728054,0.21316587678913634,0.3,10,1.0,0.22182297485408556
0000057,rule_1,compliant,compliant,"[""compliant"", ""compliant"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""compliant"", ""compliant"", ""compliant""]",0.4444444444444444,compliant,True,0.3361448307935301,0.12000973193799482,0.5,10,1.0,0.20077784832164047
0000057,rule_1,compliant,compliant,"[""compliant"", ""compliant"", ""violation"", ""violation"", ""compliant"", ""violation"", ""compliant"", ""violation"", ""violation"", ""compliant""]",0.4444444444444444,compliant,True,0.14155594744280472,0.08018894828969479,0.7,10,1.0,0.23918484843016224
0000057,rule_1,compliant,compliant,"[""violation"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""violation"", ""violation"", ""violation"", ""violation"", ""compliant""]",0.4444444444444444,compliant,True,0.14886892859094797,0.09841899096015158,1.0,10,1.0,0.2179542557336838
0000069,rule_1,compliant,violation,"[""compliant"", ""violation"", ""violation"", ""violation"", ""violation"", ""compliant"", ""violation"", ""violation"", ""violation"", ""violation""]",0.6444444444444445,violation,True,0.7765093770658652,0.6660662059653788,0.3,10,1.0,0.023489257450161748
0000069,rule_1,compliant,violation,"[""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""compliant"", ""violation"", ""violation"", ""compliant"", ""violation""]",0.6444444444444445,violation,True,0.3741597333052843,0.3079269440913094,0.5,10,1.0,0.07270255365968717
0000069,rule_1,compliant,violation,"[""violation"", ""violation"", ""violation"", ""compliant"", ""violation"", ""compliant"", ""compliant"", ""violation"", ""compliant"", ""compliant""]",0.4444444444444444,compliant,False,0.17906079584585402,0.14953682320525724,0.7,10,1.0,0.10253485949771558
0000069,rule_1,compliant,violation,"[""compliant"", ""compliant"", ""violation"", ""violation"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""violation""]",0.5333333333333333,compliant,False,0.17674978742357697,0.09720699521752982,1.0,10,1.0,0.11331513408032684
0000074,rule_2,compliant,compliant,"[""compliant"", ""compliant"", ""compliant"", ""violation"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant""]",0.8,compliant,True,0.707942948857507,0.4512570508138345,0.3,10,1.0,0.03208613774113315
0000074,rule_2,compliant,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""violation"", ""compliant"", ""compliant"", ""compliant"", ""violation"", ""compliant""]",0.6444444444444445,compliant,True,0.6740248584484664,0.23505906309850494,0.5,10,1.0,0.05718208593195121
0000074,rule_2,compliant,compliant,"[""compliant"", ""compliant"", ""violation"", ""compliant"", ""violation"", ""compliant"", ""violation"", ""compliant"", ""compliant"", ""compliant""]",0.5333333333333333,compliant,True,0.5165474956803188,0.30737346796651527,0.7,10,1.0,0.06969775079782753
0000074,rule_2,compliant,compliant,"[""violation"", ""violation"", ""violation"", ""compliant"", ""compliant"", ""violation"", ""violation"", ""compliant"", ""violation"", ""violation""]",0.5333333333333333,violation,False,0.19065859008525796,0.1606675348177551,1.0,10,1.0,0.19106562033556918
0000079,rule_3,fall_hazard,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.9797248858639704,0.9797248858639704,0.3,10,1.0,0.0009666650842737269
0000079,rule_3,fall_hazard,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.9750360591572732,0.9750360591572732,0.5,10,1.0,0.003135236322203309
0000079,rule_3,fall_hazard,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.9386466960654374,0.9386466960654374,0.7,10,1.0,0.005371789328975849
0000079,rule_3,fall_hazard,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.9432522872520448,0.9432522872520448,1.0,10,1.0,0.0058648647359109286
0000081,rule_3,compliant,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.7945432069724261,0.7945432069724261,0.3,10,1.0,0.06790666447392216
0000081,rule_3,compliant,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.42165816406072404,0.42165816406072404,0.5,10,1.0,0.1759123761474095
0000081,rule_3,compliant,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.36584916959036784,0.36584916959036784,0.7,10,1.0,0.16744024195104712
0000081,rule_3,compliant,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.27369751124836134,0.27369751124836134,1.0,10,1.0,0.21069567431519245
0000102,rule_1,ppe_violation,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.9247168411558233,0.7791907575346835,0.3,10,1.0,0.0015283736333304798
0000102,rule_1,ppe_violation,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.8801915253492782,0.7336542654340645,0.5,10,1.0,0.0014246148561074176
0000102,rule_1,ppe_violation,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.849956315127484,0.7313621358698674,0.7,10,1.0,0.001744303218844538
0000102,rule_1,ppe_violation,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.530397168906732,0.5077152101298945,1.0,10,1.0,0.01708780836174596
0000116,rule_1,ppe_violation,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.9891152657810858,0.4070486087145072,0.3,10,1.0,0.11995629187745423
0000116,rule_1,ppe_violation,compliant,"[""compliant"", ""compliant"", ""violation"", ""compliant"", ""violation"", ""compliant"", ""compliant"", ""violation"", ""compliant"", ""compliant""]",0.5333333333333333,compliant,True,0.5632266689144108,0.21140335632777668,0.5,10,1.0,0.13092769509262323
0000116,rule_1,ppe_violation,compliant,"[""compliant"", ""compliant"", ""compliant"", ""violation"", ""compliant"", ""violation"", ""violation"", ""compliant"", ""compliant"", ""compliant""]",0.5333333333333333,compliant,True,0.3779853912953859,0.13210033032778287,0.7,10,1.0,0.14779196183991147
0000116,rule_1,ppe_violation,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""violation"", ""compliant"", ""compliant"", ""compliant"", ""violation""]",0.6444444444444445,compliant,True,0.41786759343468205,0.19918639252015222,1.0,10,1.0,0.12431934548973043
0000117,rule_3,fall_hazard,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.9003263335369984,0.9003263335369984,0.3,10,1.0,0.029038361851136237
0000117,rule_3,fall_hazard,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.840830182432314,0.840830182432314,0.5,10,1.0,0.043018492489858284
0000117,rule_3,fall_hazard,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.961278100955545,0.961278100955545,0.7,10,1.0,0.007527127965998909
0000117,rule_3,fall_hazard,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.8712025745150012,0.8712025745150012,1.0,10,1.0,0.025215900315115274
0000120,rule_4,struck_by_risk,hazard,"[""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard""]",1.0,hazard,True,0.9872770707170014,0.9872770707170014,0.3,10,1.0,0.0008888018109082698
0000120,rule_4,struck_by_risk,hazard,"[""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard""]",1.0,hazard,True,0.9819151879673271,0.9819151879673271,0.5,10,1.0,0.0010851713193132735
0000120,rule_4,struck_by_risk,hazard,"[""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard""]",1.0,hazard,True,0.9795569928751828,0.9795569928751828,0.7,10,1.0,0.0011941299577612264
0000120,rule_4,struck_by_risk,hazard,"[""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard""]",1.0,hazard,True,0.9767082724612616,0.9779743585952533,1.0,10,1.0,0.0015317769789366914
0000124,rule_2,compliant,violation,"[""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation""]",1.0,violation,True,0.9885455082426208,0.9710420736191814,0.3,10,1.0,0.0007268592872026766
0000124,rule_2,compliant,violation,"[""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation""]",1.0,violation,True,0.9769631957079781,0.9663131048188701,0.5,10,1.0,0.0010846778423345292
0000124,rule_2,compliant,violation,"[""violation"", ""compliant"", ""violation"", ""violation"", ""violation"", ""violation"", ""compliant"", ""compliant"", ""compliant"", ""violation""]",0.4666666666666667,violation,True,0.5163361417534826,0.7580537843779809,0.7,10,1.0,0.06943687499562719
0000124,rule_2,compliant,violation,"[""violation"", ""violation"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""violation"", ""violation"", ""violation""]",0.4444444444444444,compliant,False,0.42014778380607887,0.7378538841732135,1.0,10,1.0,0.06995514389678176
0000129,rule_1,compliant,violation,"[""compliant"", ""violation"", ""compliant"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation""]",0.6444444444444445,violation,True,0.9935581388033597,0.1917395757868142,0.3,10,1.0,0.3183922031760941
0000129,rule_1,compliant,violation,"[""violation"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""violation"", ""violation"", ""compliant"", ""violation"", ""violation""]",0.4444444444444444,compliant,False,0.9910471206777862,0.16362169903001608,0.5,10,1.0,0.1447957508330677
0000129,rule_1,compliant,violation,"[""violation"", ""violation"", ""violation"", ""compliant"", ""compliant"", ""compliant"", ""violation"", ""violation"", ""violation"", ""violation""]",0.5333333333333333,violation,True,0.9904559005195853,0.0918132475177976,0.7,10,1.0,0.2703654736704608
0000129,rule_1,compliant,violation,"[""violation"", ""compliant"", ""violation"", ""compliant"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation""]",0.6444444444444445,violation,True,0.17719460334646972,0.16289335855096715,1.0,10,1.0,0.10789463999679406
0000149,rule_2,fall_hazard,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.8358186837220002,0.8395128047822782,0.3,10,1.0,0.004247863337586921
0000149,rule_2,fall_hazard,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.9257444682448834,0.8486455221970591,0.5,10,1.0,0.0037010202442285707
0000149,rule_2,fall_hazard,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.7426589142701289,0.7553988240175531,0.7,10,1.0,0.004818982785808876
0000149,rule_2,fall_hazard,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.8315067160090962,0.6907479803693913,1.0,10,1.0,0.00668297455466987
0000183,rule_1,compliant,violation,"[""compliant"", ""compliant"", ""violation"", ""violation"", ""violation"", ""violation"", ""compliant"", ""compliant"", ""violation"", ""compliant""]",0.4444444444444444,compliant,False,0.3433009064311543,0.3463401739223962,0.3,10,1.0,0.08620768011593927
0000183,rule_1,compliant,violation,"[""violation"", ""violation"", ""compliant"", ""compliant"", ""compliant"", ""violation"", ""violation"", ""violation"", ""compliant"", ""compliant""]",0.4444444444444444,compliant,False,0.4712509910958429,0.37018695602091334,0.5,10,1.0,0.07573130719028054
0000183,rule_1,compliant,violation,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""violation"", ""violation"", ""violation"", ""compliant"", ""compliant""]",0.5333333333333333,compliant,False,0.39225328928237,0.30522155376407484,0.7,10,1.0,0.08943052650376794
0000183,rule_1,compliant,violation,"[""violation"", ""compliant"", ""violation"", ""violation"", ""violation"", ""violation"", ""compliant"", ""compliant"", ""violation"", ""compliant""]",0.4666666666666667,violation,True,0.2738801971431919,0.22907992096238444,1.0,10,1.0,0.08675424009437714
0000203,rule_3,fall_hazard,violation,"[""violation"", ""compliant"", ""violation"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""violation"", ""violation"", ""compliant""]",0.4666666666666667,compliant,False,0.7169139633472761,0.7169139633472761,0.3,10,1.0,0.058819906928194984
0000203,rule_3,fall_hazard,violation,"[""violation"", ""violation"", ""compliant"", ""violation"", ""violation"", ""compliant"", ""violation"", ""violation"", ""violation"", ""compliant""]",0.5333333333333333,violation,True,0.4031884336771254,0.4031884336771254,0.5,10,1.0,0.16182456479064683
0000203,rule_3,fall_hazard,violation,"[""compliant"", ""violation"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""violation"", ""compliant"", ""violation"", ""compliant""]",0.5333333333333333,compliant,False,0.41018721291430144,0.5465605509735976,0.7,10,1.0,0.12061718421056654
0000203,rule_3,fall_hazard,violation,"[""violation"", ""violation"", ""compliant"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""compliant"", ""violation""]",0.6444444444444445,violation,True,0.20526830385703013,0.2899044141505157,1.0,10,1.0,0.18919397157516113
0000204,rule_1,compliant,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.8020648854180106,0.8020648854180106,0.3,10,1.0,0.05618214787907269
0000204,rule_1,compliant,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.46844730019715386,0.46844730019715386,0.5,10,1.0,0.15317697614253678
0000204,rule_1,compliant,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.5012307546557874,0.5012307546557874,0.7,10,1.0,0.14791156997284913
0000204,rule_1,compliant,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.27726796834521467,0.2491814838401188,1.0,10,1.0,0.19832366715002714
0000205,rule_4,compliant,hazard,"[""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard""]",1.0,hazard,True,0.9945445243774949,0.9945445243774949,0.3,10,1.0,0.0014129249384589907
0000205,rule_4,compliant,hazard,"[""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard""]",1.0,hazard,True,0.9893555845540936,0.9893555845540936,0.5,10,1.0,0.002810395884027372
0000205,rule_4,compliant,hazard,"[""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard""]",1.0,hazard,True,0.9938095082481234,0.9938095082481234,0.7,10,1.0,0.0013785686564612666
0000205,rule_4,compliant,hazard,"[""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard""]",1.0,hazard,True,0.7552959510522486,0.7552959510522486,1.0,10,1.0,0.07862909583870346
0000229,rule_1,ppe_violation,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""violation"", ""compliant"", ""violation"", ""compliant""]",0.6444444444444445,compliant,True,0.9526642345308928,0.5240788371979284,0.3,10,1.0,0.06078505194264938
0000229,rule_1,ppe_violation,compliant,"[""compliant"", ""violation"", ""compliant"", ""violation"", ""violation"", ""violation"", ""compliant"", ""violation"", ""violation"", ""compliant""]",0.4666666666666667,violation,False,0.9331944533312014,0.35738005267523365,0.5,10,1.0,0.09078303821095748
0000229,rule_1,ppe_violation,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""violation"", ""violation"", ""violation"", ""compliant"", ""compliant"", ""violation""]",0.4666666666666667,compliant,True,0.9345817678518743,0.3115861559812902,0.7,10,1.0,0.09518218850425997
0000229,rule_1,ppe_violation,compliant,"[""compliant"", ""compliant"", ""compliant"", ""violation"", ""compliant"", ""violation"", ""violation"", ""compliant"", ""compliant"", ""violation""]",0.4666666666666667,compliant,True,0.5729155997056921,0.16682549449699666,1.0,10,1.0,0.14652728586831365
0000233,rule_1,ppe_violation,violation,"[""violation"", ""compliant"", ""compliant"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""compliant""]",0.5333333333333333,violation,True,0.2471232336199701,0.550968160558586,0.3,10,1.0,0.08638887662361171
0000233,rule_1,ppe_violation,violation,"[""violation"", ""violation"", ""violation"", ""compliant"", ""compliant"", ""violation"", ""violation"", ""compliant"", ""violation"", ""violation""]",0.5333333333333333,violation,True,0.46311730902618353,0.3987107136190701,0.5,10,1.0,0.15324154842156995
0000233,rule_1,ppe_violation,violation,"[""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""compliant"", ""compliant"", ""violation""]",0.6444444444444445,violation,True,0.2787079057104846,0.47829319305683016,0.7,10,1.0,0.0857297525662761
0000233,rule_1,ppe_violation,violation,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""violation"", ""compliant"", ""violation"", ""violation"", ""violation"", ""compliant""]",0.4666666666666667,compliant,False,0.24865992680137486,0.21006345886346867,1.0,10,1.0,0.24740259745630477
0000253,rule_3,fall_hazard,violation,"[""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation""]",1.0,violation,True,,,0.3,10,0.0,
0000253,rule_3,fall_hazard,violation,"[""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation""]",1.0,violation,True,,,0.5,10,0.0,
0000253,rule_3,fall_hazard,violation,"[""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation""]",1.0,violation,True,,,0.7,10,0.0,
0000253,rule_3,fall_hazard,violation,"[""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation""]",1.0,violation,True,,,1.0,10,0.0,
0000254,rule_3,compliant,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.974559152940981,0.974559152940981,0.3,10,1.0,0.005968506156982327
0000254,rule_3,compliant,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.8662614838045499,0.8662614838045499,0.5,10,1.0,0.04493844104638019
0000254,rule_3,compliant,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.8260451055518202,0.8260451055518202,0.7,10,1.0,0.0566786352829306
0000254,rule_3,compliant,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.7621221406366505,0.7621221406366505,1.0,10,1.0,0.07677561947860333
0000280,rule_2,compliant,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.9905100458572095,0.9905100458572095,0.3,10,1.0,0.0008071786309382118
0000280,rule_2,compliant,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.9863290471078096,0.9863290471078096,0.5,10,1.0,0.0012059420305792971
