image_id,assigned_rule_id,n_regions,top_region_source,top_region_label,top_region_box
0000642,rule_2,2,model,worker,"[436.20001220703125, 232.19300842285156, 499.8000183105469, 419.56500244140625]"
0000745,rule_3,2,model,guardrail,"[135.0, 237.14999389648438, 1105.800048828125, 764.5499877929688]"
0000755,rule_1,2,model,worker,"[973.800048828125, 532.3499755859375, 995.4000244140625, 580.0499877929688]"
0000760,rule_1,4,model,worker,"[309.0, 495.4499816894531, 515.4000244140625, 898.6499633789062]"
0000766,rule_1,2,model,worker,"[45.0, 377.6625061035156, 81.0, 424.2375183105469]"
0000798,rule_3,2,model,guardrail,"[0.6000000238418579, 59.849998474121094, 1198.2000732421875, 363.1499938964844]"
0000804,rule_1,1,model,hard hat,"[527.4205322265625, 615.4425048828125, 579.1195068359375, 669.7575073242188]"
0000874,rule_2,2,model,worker,"[462.11651611328125, 214.58248901367188, 610.864501953125, 389.7674865722656]"
0000878,rule_4,3,model,excavator,"[0.44999998807907104, 0.6000000238418579, 898.6499633789062, 1198.2000732421875]"
0000879,rule_1,2,model,worker,"[861.0000610351562, 379.3499755859375, 915.0000610351562, 509.8499755859375]"
0000886,rule_2,2,model,worker,"[1079.4000244140625, 420.3999938964844, 1198.2000732421875, 521.2000122070312]"
0000888,rule_4,1,model,worker,"[926.3999633789062, 364.5, 1122.239990234375, 952.02001953125]"
0000889,rule_4,2,model,excavator,"[255.00001525878906, 300.1499938964844, 1119.0, 850.949951171875]"
0000895,rule_3,2,model,guardrail,"[3.0, 455.9624938964844, 390.6000061035156, 657.1124877929688]"
0000904,rule_2,2,model,harness,"[420.6000061035156, 805.949951171875, 480.6000061035156, 870.75]"
0000905,rule_3,2,model,guardrail,"[0.6000000238418579, 100.3499984741211, 1198.2000732421875, 898.6499633789062]"
0000923,rule_2,1,model,harness,"[559.0800170898438, 221.47198486328125, 690.1200561523438, 300.9599914550781]"
0000925,rule_2,2,model,worker,"[163.8000030517578, 571.0499877929688, 239.40000915527344, 691.6499633789062]"
0000936,rule_4,2,model,excavator,"[450.6000061035156, 175.04998779296875, 762.6000366210938, 435.1499938964844]"
0000940,rule_3,2,model,guardrail,"[0.6000000238418579, 701.5499877929688, 1198.2000732421875, 898.6499633789062]"
0000959,rule_2,2,model,harness,"[521.4000244140625, 195.75, 757.800048828125, 506.25]"
0000991,rule_3,2,model,guardrail,"[576.6000366210938, 537.75, 960.6000366210938, 898.6499633789062]"
0000993,rule_2,2,model,worker,"[452.5, 793.5, 492.5, 893.5]"
0001014,rule_3,2,model,worker,"[306.6000061035156, 371.25, 557.4000244140625, 758.25]"
0001033,rule_4,2,model,excavator,"[468.6000061035156, 247.04998779296875, 849.0000610351562, 818.5499877929688]"
0001071,rule_3,2,model,guardrail,"[411.3599853515625, 932.47998046875, 770.3999633789062, 1278.0799560546875]"
0001077,rule_1,2,model,worker,"[402.75, 1021.800048828125, 441.4499816894531, 1104.60009765625]"
0001081,rule_3,2,model,guardrail,"[150.60000610351562, 411.75, 1198.2000732421875, 777.1499633789062]"
0001117,rule_1,2,model,worker,"[655.800048828125, 332.54998779296875, 708.6000366210938, 426.1499938964844]"
0001151,rule_1,2,model,worker,"[546.719970703125, 285.4800109863281, 594.719970703125, 376.20001220703125]"
0001194,rule_3,2,model,worker,"[509.4000244140625, 267.75, 687.0, 364.9499816894531]"
0001229,rule_3,16,grid,grid,"[0.0, 0.0, 168.75, 300.0]"
0001274,rule_3,2,model,guardrail,"[0.47999998927116394, 560.0, 234.72000122070312, 1278.0799560546875]"
0001325,rule_4,2,model,excavator,"[102.60000610351562, 150.75, 1120.2000732421875, 770.8499755859375]"
0001431,rule_1,2,model,worker,"[164.47999572753906, 678.239990234375, 241.27999877929688, 885.5999755859375]"
0001436,rule_3,2,model,guardrail,"[0.6000000238418579, 593.5499877929688, 106.20000457763672, 808.6499633789062]"
0001460,rule_1,2,model,worker,"[911.4000244140625, 391.04998779296875, 1008.6000366210938, 529.6499633789062]"
0001470,rule_1,2,model,worker,"[426.1499938964844, 1009.800048828125, 463.04998779296875, 1091.4000244140625]"
0001484,rule_3,2,model,guardrail,"[0.6000000238418579, 434.3625183105469, 453.0000305175781, 673.9874877929688]"
0001512,rule_4,2,model,excavator,"[575.4000244140625, 177.75, 1073.4000244140625, 810.449951171875]"
0001520,rule_3,3,model,guardrail,"[0.44999998807907104, 263.4000244140625, 898.6499633789062, 1198.2000732421875]"
0001530,rule_2,2,model,worker,"[989.4000244140625, 676.3499755859375, 1146.60009765625, 898.6499633789062]"
0001597,rule_3,2,model,guardrail,"[0.7200000286102295, 399.0600280761719, 1437.840087890625, 545.9400024414062]"
0001623,rule_3,2,model,guardrail,"[0.6000000238418579, 612.4500122070312, 1198.2000732421875, 898.6499633789062]"
0001667,rule_3,2,model,guardrail,"[0.6000000238418579, 198.4499969482422, 1198.2000732421875, 265.9499816894531]"
0001699,rule_2,2,model,worker,"[802.2000122070312, 96.38700103759766, 876.6000366210938, 217.68299865722656]"
0001798,rule_3,2,model,guardrail,"[258.0, 1768.5, 1298.0, 2026.5]"
0001804,rule_1,2,model,worker,"[1800.2879638671875, 1396.72802734375, 2471.52001953125, 2671.7041015625]"
0001842,rule_1,2,model,worker,"[589.800048828125, 690.75, 805.800048828125, 898.6499633789062]"
0001981,rule_3,2,model,guardrail,"[717.4400024414062, 599.5199584960938, 1278.0799560546875, 958.5599975585938]"
0001982,rule_1,2,model,worker,"[1129.800048828125, 595.3499755859375, 1198.2000732421875, 770.8499755859375]"
0001986,rule_1,2,model,worker,"[733.800048828125, 416.25, 780.6000366210938, 525.1499633789062]"
0001989,rule_3,2,model,guardrail,"[530.5599975585938, 547.6799926757812, 1278.0799560546875, 901.9199829101562]"
0002042,rule_4,2,model,excavator,"[216.60000610351562, 57.14999771118164, 1056.60009765625, 771.75]"
0002092,rule_2,2,model,harness,"[640.2000122070312, 429.75, 718.2000122070312, 481.9499816894531]"
0002150,rule_3,2,model,guardrail,"[444.79998779296875, 672.47998046875, 1278.0799560546875, 958.5599975585938]"
0002153,rule_1,2,model,worker,"[45.0, 362.25, 199.8000030517578, 645.75]"
0002158,rule_2,2,model,worker,"[586.2000122070312, 589.0499877929688, 640.2000122070312, 653.8499755859375]"
0002178,rule_3,2,model,guardrail,"[0.47999998927116394, 670.0799560546875, 571.6799926757812, 1278.0799560546875]"
0002211,rule_1,2,model,worker,"[384.6000061035156, 572.8499755859375, 413.4000244140625, 635.8499755859375]"
0002260,rule_1,2,model,worker,"[708.6000366210938, 706.0499877929688, 732.6000366210938, 768.1499633789062]"
0002262,rule_1,2,model,worker,"[715.800048828125, 321.2065124511719, 840.6000366210938, 430.2275085449219]"
0002291,rule_1,2,model,worker,"[179.40000915527344, 394.8000183105469, 231.00001525878906, 457.20001220703125]"
0002348,rule_1,2,model,worker,"[673.800048828125, 581.8499755859375, 773.4000244140625, 850.949951171875]"
0002446,rule_4,2,model,excavator,"[377.4000244140625, 181.34999084472656, 526.2000122070312, 490.04998779296875]"
0002480,rule_1,2,model,worker,"[287.4000244140625, 255.14999389648438, 493.8000183105469, 831.1499633789062]"
0002525,rule_1,2,model,worker,"[1386.4000244140625, 844.2000122070312, 1452.0, 1032.60009765625]"
0002534,rule_3,2,model,guardrail,"[0.6000000238418579, 562.0499877929688, 585.0, 898.6499633789062]"
0002595,rule_3,2,model,guardrail,"[489.0000305175781, 261.4499816894531, 1026.60009765625, 898.6499633789062]"
0002599,rule_1,2,model,worker,"[208.20001220703125, 320.8500061035156, 274.20001220703125, 455.8499755859375]"
0002668,rule_1,2,model,worker,"[687.0, 484.6499938964844, 733.800048828125, 632.25]"
0002815,rule_2,2,model,worker,"[489.780029296875, 464.4000244140625, 585.9000244140625, 689.0400390625]"
0002925,rule_3,2,model,guardrail,"[0.6000000238418579, 413.54998779296875, 540.6000366210938, 460.3499755859375]"
0002957,rule_1,2,model,worker,"[628.2000122070312, 457.6499938964844, 678.6000366210938, 584.5499877929688]"
0003067,rule_1,2,model,worker,"[789.1199951171875, 330.7200012207031, 984.9599609375, 592.7999877929688]"
0003071,rule_1,2,model,worker,"[562.2000122070312, 35.54999923706055, 970.2000122070312, 898.6499633789062]"
0003088,rule_4,2,model,excavator,"[318.6000061035156, 274.9499816894531, 888.6000366210938, 812.25]"
0003164,rule_1,2,model,worker,"[160.20001220703125, 482.0, 229.8000030517578, 602.7999877929688]"
0003206,rule_1,2,model,worker,"[0.6000000238418579, 392.8499755859375, 49.80000305175781, 556.6499633789062]"
0003302,rule_1,2,model,worker,"[285.0, 572.8499755859375, 303.0, 613.3499755859375]"
0003339,rule_1,4,model,worker,"[216.60000610351562, 153.5625, 354.6000061035156, 671.9625244140625]"
0003429,rule_1,2,model,worker,"[687.3599853515625, 655.6799926757812, 1004.7999877929688, 1552.3199462890625]"
0003479,rule_2,4,model,worker,"[395.2124938964844, 319.8000183105469, 577.4625244140625, 528.6000366210938]"
0003516,rule_1,2,model,worker,"[93.0, 406.0, 125.4000015258789, 477.20001220703125]"
0003613,rule_3,1,model,guardrail,"[203.0399932861328, 269.44000244140625, 495.8399963378906, 1059.199951171875]"
0003632,rule_2,2,model,harness,"[467.5585021972656, 167.91749572753906, 541.9324951171875, 264.3074951171875]"
0003813,rule_4,2,model,excavator,"[624.6000366210938, 158.0, 955.800048828125, 434.8000183105469]"
0003922,rule_1,1,model,hard hat,"[696.5799560546875, 475.5205078125, 716.2999877929688, 490.1715087890625]"
0003928,rule_1,2,model,worker,"[1008.6000366210938, 264.9375, 1053.0, 345.9375]"
0003943,rule_1,2,model,worker,"[51.000003814697266, 566.5499877929688, 90.60000610351562, 619.6499633789062]"
0004032,rule_3,2,model,guardrail,"[0.6000000238418579, 346.9499816894531, 577.800048828125, 559.3499755859375]"
0004171,rule_1,2,model,worker,"[913.800048828125, 463.04998779296875, 966.6000366210938, 576.4500122070312]"
0004196,rule_4,2,model,excavator,"[438.6000061035156, 173.25, 785.4000244140625, 821.25]"
0004273,rule_1,2,model,worker,"[984.6000366210938, 454.9499816894531, 1031.4000244140625, 553.9500122070312]"
0004332,rule_1,2,model,worker,"[0.6000000238418579, 124.64999389648438, 204.60000610351562, 859.0499877929688]"
0004380,rule_1,2,model,worker,"[540.6000366210938, 416.25, 600.6000366210938, 558.4500122070312]"
0004497,rule_1,2,model,worker,"[0.6000000238418579, 535.0499877929688, 49.80000305175781, 706.949951171875]"
0004552,rule_3,3,model,guardrail,"[366.6000061035156, 314.2124938964844, 727.800048828125, 535.6124877929688]"
0004680,rule_1,1,model,hard hat,"[142.20001220703125, 157.53599548339844, 153.72000122070312, 165.02398681640625]"
0004716,rule_1,2,model,worker,"[279.0, 403.6000061035156, 310.20001220703125, 469.20001220703125]"
0004831,rule_2,2,model,worker,"[481.8000183105469, 498.1499938964844, 529.800048828125, 615.1499633789062]"
